t;q
5.0251256281406995;8.475899677761003
10.050251256281399;9.373324019199137
19.597989949748808;12.647936994388987
30.15075376884431;13.545981026207269
44.221105527638315;14.085675011830453
59.79899497487452;15.432712891813328
74.37185929648251;15.613718818306781
88.9447236180905;15.974096942109654
119.59798994974881;16.73986524551006
178.8944723618091;15.670279649367917
238.69346733668363;15.632140523244024
298.4924623115579;15.28010005182865
358.2914572864323;15.331647024359466
